OrderID,Date,Time,TotalCost,EmployeeID,CustomerID
6483,2025-01-23,16:15:00,26.15,5,138
6484,2025-01-17,14:15:00,11.95,8,
6485,2025-03-14,20:15:00,11.7,3,60
6486,2025-02-21,14:45:00,40.1,8,38
6487,2025-05-24,21:45:00,23.15,5,
6488,2025-03-31,19:00:00,28.15,6,17
6489,2025-02-21,11:00:00,29.35,3,143
6490,2025-01-12,16:15:00,25.65,6,12
6491,2025-03-02,14:45:00,50.55,5,46
6492,2024-11-24,12:45:00,14.7,6,84
6493,2025-05-16,09:00:00,22.15,8,10
6494,2024-11-20,09:45:00,10.95,2,110
6495,2025-02-14,14:45:00,46.05,4,100
6496,2025-07-24,16:00:00,17.9,5,92
6497,2025-02-15,12:45:00,38.35,2,10
6498,2025-01-04,13:45:00,53.8,1,37
6499,2025-09-18,13:30:00,13.2,1,86
6500,2025-01-25,18:00:00,46.55,2,
6501,2025-08-23,15:00:00,20.65,7,151
6502,2025-06-16,15:15:00,47.8,8,105
6503,2025-09-06,18:45:00,21.9,5,115
6504,2024-11-29,09:30:00,29.4,5,
6505,2024-12-06,12:45:00,57.05,2,70
6506,2025-03-04,17:00:00,33.4,4,8
6507,2025-06-07,08:45:00,11.95,5,61
6508,2025-05-31,20:00:00,29.65,7,47
6509,2025-02-15,13:30:00,29.15,6,67
6510,2025-04-12,16:15:00,54.8,5,114
6511,2025-03-06,17:15:00,38.85,3,112
6512,2025-06-24,21:15:00,45.1,5,105
6513,2025-06-14,12:15:00,14.2,2,52
6514,2024-12-02,16:45:00,26.4,3,122
6515,2025-08-25,09:15:00,35.15,3,
6516,2025-05-06,16:45:00,34.1,8,118
6517,2025-03-15,16:00:00,19.4,3,63
6518,2025-09-16,16:45:00,10.7,3,125
6519,2025-05-28,21:30:00,48.3,4,133
6520,2025-04-21,12:30:00,15.45,8,86
6521,2024-12-14,11:00:00,11.95,7,65
6522,2025-08-29,20:45:00,47.3,6,147
6523,2025-05-09,14:15:00,47.1,5,54
6524,2024-12-31,18:00:00,31.15,3,25
6525,2025-08-15,21:45:00,13.2,5,118
6526,2025-04-05,17:15:00,31.35,4,70
6527,2025-09-27,21:00:00,12.2,4,136
6528,2025-08-02,11:00:00,18.95,2,20
6529,2025-09-06,15:30:00,41.1,8,102
6530,2025-08-09,21:15:00,18.9,3,87
6531,2025-08-25,18:30:00,46.05,6,82
6532,2025-03-01,17:45:00,10.7,4,42
6533,2024-11-30,19:15:00,22.4,6,117
6534,2025-08-25,13:30:00,62.25,2,
6535,2025-01-02,18:15:00,54.05,3,103
6536,2025-05-05,15:30:00,30.15,3,57
6537,2025-01-09,12:30:00,11.95,6,38
6538,2025-09-18,13:15:00,31.65,3,110
6539,2025-09-26,15:45:00,14.45,6,130
6540,2025-04-26,10:45:00,14.45,7,104
6541,2024-12-22,13:30:00,56.3,3,
6542,2025-03-18,13:30:00,11.45,5,
6543,2025-08-16,20:15:00,16.95,2,
6544,2024-12-13,14:45:00,13.45,6,58
6545,2025-08-25,12:00:00,37.1,3,151
6546,2025-05-25,17:30:00,52.3,2,10
6547,2025-07-19,19:00:00,38.6,3,155
6548,2025-07-28,12:30:00,17.2,4,108
6549,2025-08-27,17:00:00,26.9,3,38
6550,2025-07-22,14:15:00,11.7,4,84
6551,2025-07-20,21:00:00,27.4,4,20
6552,2025-01-11,08:15:00,33.65,3,135
6553,2025-01-05,20:00:00,9.7,5,155
6554,2025-07-26,21:30:00,11.95,5,40
6555,2025-04-18,13:15:00,53.05,6,81
6556,2025-09-11,14:45:00,31.4,8,131
6557,2025-09-24,20:15:00,15.2,3,
6558,2025-06-28,12:45:00,34.1,2,83
6559,2025-01-15,14:00:00,56.55,3,92
6560,2025-08-01,15:30:00,25.4,6,115
6561,2025-03-08,21:00:00,40.35,3,
6562,2025-05-01,21:15:00,22.4,1,99
6563,2024-12-10,18:15:00,34.35,2,33
6564,2025-04-30,18:30:00,28.15,6,
6565,2025-05-17,12:00:00,47.55,2,
6566,2025-09-13,08:45:00,38.85,7,133
6567,2025-04-10,11:00:00,47.3,6,1
6568,2025-09-03,12:00:00,11.95,6,150
6569,2025-01-05,18:00:00,37.35,1,31
6570,2025-08-17,18:15:00,34.35,6,95
6571,2025-02-20,16:15:00,34.35,6,128
6572,2025-08-02,09:30:00,31.15,7,
6573,2025-02-07,12:30:00,23.15,5,50
6574,2025-03-22,17:45:00,28.15,4,104
6575,2025-06-21,11:45:00,40.35,4,133
6576,2025-07-18,15:00:00,11.45,3,155
6577,2025-01-21,20:00:00,43.1,3,146
6578,2025-09-12,18:45:00,27.4,8,11
6579,2025-09-06,19:00:00,17.9,6,115
6580,2025-03-06,19:00:00,44.85,4,
6581,2025-09-01,17:30:00,26.15,8,43
6582,2025-02-06,12:00:00,32.15,2,83
6583,2025-08-01,15:45:00,41.85,8,
6584,2025-09-13,12:15:00,14.7,8,17
6585,2025-06-23,14:15:00,24.4,5,22
6586,2025-05-31,09:00:00,28.15,4,
6587,2025-06-05,13:00:00,10.7,4,65
6588,2025-02-06,18:30:00,12.7,4,136
6589,2025-05-10,19:45:00,10.7,5,53
6590,2025-08-30,18:00:00,37.85,5,131
6591,2025-09-18,19:15:00,11.7,6,25
6592,2025-02-03,17:30:00,26.4,5,59
6593,2025-02-21,13:15:00,34.1,3,
6594,2025-08-25,21:45:00,62.5,5,118
6595,2025-09-21,09:45:00,39.6,8,96
6596,2025-09-17,21:45:00,14.45,5,130
6597,2025-07-03,10:15:00,51.8,7,40
6598,2025-08-25,13:45:00,27.65,6,25
6599,2025-02-01,19:45:00,22.4,5,65
6600,2025-01-20,18:45:00,32.65,4,
6601,2025-08-25,20:00:00,55.05,6,148
6602,2025-06-20,10:15:00,56.05,6,87
6603,2025-08-30,18:00:00,12.7,2,144
6604,2025-08-23,14:45:00,34.35,1,40
6605,2024-12-17,11:30:00,32.65,6,15
6606,2025-06-18,12:15:00,10.45,6,74
6607,2025-10-03,17:00:00,28.15,2,
6608,2025-01-24,09:00:00,9.95,8,63
6609,2025-08-25,10:00:00,66.75,3,
6610,2025-05-01,21:45:00,44.35,8,71
6611,2025-01-10,21:30:00,14.45,8,67
6612,2025-03-11,13:15:00,25.4,8,138
6613,2025-05-24,08:00:00,35.1,8,
6614,2025-02-15,21:15:00,41.6,6,47
6615,2025-02-02,17:00:00,45.3,3,128
6616,2025-06-14,14:00:00,26.4,8,145
6617,2025-03-08,21:30:00,36.1,5,141
6618,2025-08-11,15:15:00,61.8,8,
6619,2025-03-15,20:15:00,24.65,8,
6620,2025-08-25,16:00:00,51.05,4,57
6621,2025-07-14,18:45:00,21.9,8,120
6622,2025-07-03,18:15:00,23.9,1,114
6623,2025-06-21,17:00:00,13.7,6,54
6624,2025-07-18,19:00:00,36.9,8,101
6625,2025-02-11,16:45:00,14.45,1,6
6626,2025-03-05,12:15:00,43.1,4,88
6627,2025-08-30,13:15:00,10.95,4,102
6628,2025-01-21,18:15:00,42.1,8,
6629,2025-01-01,18:15:00,45.35,5,150
6630,2025-06-21,09:45:00,34.1,8,26
6631,2025-02-15,15:45:00,10.7,4,122
6632,2024-11-26,21:15:00,11.95,8,
6633,2025-02-09,13:30:00,36.1,6,96
6634,2025-07-03,12:15:00,16.2,7,18
6635,2025-01-18,20:15:00,10.7,7,126
6636,2025-09-11,20:45:00,55.8,6,66
6637,2025-03-07,11:00:00,49.8,8,58
6638,2025-07-22,14:15:00,16.95,6,154
6639,2025-04-14,20:15:00,24.15,3,61
6640,2025-06-07,21:30:00,35.35,4,94
6641,2025-02-01,18:15:00,13.7,4,
6642,2025-04-18,08:00:00,40.1,4,117
6643,2025-01-11,14:45:00,40.85,8,138
6644,2025-04-20,14:45:00,13.45,6,77
6645,2025-08-13,20:00:00,22.15,4,111
6646,2025-05-17,18:30:00,25.65,3,20
6647,2025-08-01,14:45:00,23.4,4,91
6648,2025-08-24,14:15:00,17.2,4,104
6649,2025-02-15,14:00:00,22.9,6,83
6650,2025-09-24,13:45:00,12.7,5,95
6651,2025-08-22,18:45:00,50.55,3,
6652,2025-07-19,08:15:00,14.7,4,151
6653,2025-06-27,12:30:00,25.4,3,67
6654,2025-01-07,19:00:00,26.15,7,154
6655,2025-02-25,14:15:00,13.7,6,154
6656,2025-06-10,08:45:00,9.45,3,
6657,2024-12-13,15:15:00,45.3,6,
6658,2025-04-26,19:45:00,22.65,4,142
6659,2025-08-03,08:15:00,35.85,3,13
6660,2024-12-07,19:30:00,13.7,8,
6661,2025-03-22,13:00:00,25.4,3,
6662,2025-03-07,15:45:00,51.55,3,144
6663,2025-08-26,19:45:00,14.7,7,61
6664,2025-08-28,20:45:00,43.05,2,2
6665,2025-06-06,14:45:00,25.65,4,18
6666,2025-09-12,18:30:00,14.7,8,117
6667,2025-02-26,17:00:00,28.15,3,15
6668,2025-08-09,17:45:00,9.7,3,
6669,2025-01-12,17:45:00,11.45,4,72
6670,2025-03-12,14:00:00,15.45,6,40
6671,2025-01-26,14:00:00,38.6,3,106
6672,2025-08-27,12:45:00,39.6,2,
6673,2025-05-06,09:45:00,11.95,3,
6674,2025-08-08,17:15:00,41.35,3,9
6675,2025-08-25,10:15:00,24.9,8,
6676,2025-08-01,20:30:00,12.95,5,129
6677,2025-05-23,18:45:00,28.15,2,67
6678,2025-08-25,11:15:00,20.9,8,31
6679,2025-08-20,11:15:00,30.15,5,149
6680,2024-12-14,12:15:00,7.95,4,34
6681,2025-09-24,10:30:00,21.4,7,17
6682,2025-02-05,16:00:00,27.65,2,
6683,2025-04-01,11:30:00,53.55,6,
6684,2025-05-23,17:30:00,14.2,6,111
6685,2025-09-16,17:15:00,26.4,3,
6686,2025-08-23,14:00:00,10.95,3,86
6687,2025-03-28,10:30:00,14.45,8,112
6688,2025-08-13,17:00:00,55.8,2,123
6689,2025-02-06,13:30:00,25.65,7,111
6690,2025-03-12,21:45:00,13.45,5,
6691,2025-09-13,14:15:00,28.9,3,99
6692,2025-03-26,20:45:00,28.65,4,
6693,2024-12-15,14:30:00,45.05,3,147
6694,2024-12-10,14:15:00,16.2,4,111
6695,2025-04-23,08:30:00,25.4,8,72
6696,2025-01-28,17:45:00,26.9,3,
6697,2025-03-01,21:30:00,23.65,4,
6698,2025-03-08,13:00:00,10.7,3,83
6699,2025-08-25,16:15:00,21.15,7,128
6700,2025-08-07,09:15:00,40.6,3,38
6701,2025-07-05,13:15:00,28.9,3,33
6702,2024-12-07,20:15:00,10.7,5,24
6703,2025-08-25,16:00:00,32.4,2,
6704,2024-12-04,19:00:00,13.7,2,131
6705,2025-03-29,19:15:00,26.9,1,3
6706,2025-08-19,10:45:00,29.15,8,82
6707,2024-11-30,11:15:00,11.7,1,67
6708,2024-11-21,12:00:00,58.55,4,56
6709,2025-01-30,21:15:00,11.95,6,144
6710,2025-03-07,18:30:00,10.7,2,33
6711,2025-08-25,14:00:00,25.15,2,125
6712,2025-01-30,13:45:00,11.7,6,132
6713,2025-08-25,11:15:00,30.65,3,
6714,2024-12-18,14:00:00,21.65,6,
6715,2025-03-07,19:00:00,48.55,3,
6716,2025-08-12,09:30:00,48.55,4,141
6717,2025-03-03,21:30:00,8.95,8,92
6718,2025-01-01,15:00:00,48.3,8,67
6719,2025-04-18,19:30:00,12.7,6,138
6720,2024-12-23,13:30:00,9.95,4,52
6721,2025-06-20,08:15:00,48.85,8,106
6722,2025-07-18,11:00:00,27.15,2,55
6723,2025-03-22,21:15:00,47.1,3,
6724,2025-08-25,13:30:00,48.3,6,87
6725,2025-08-07,10:15:00,14.2,1,25
6726,2025-07-24,21:00:00,43.35,8,124
6727,2025-08-12,20:45:00,34.6,2,129
6728,2025-06-18,14:00:00,11.95,4,
6729,2025-08-25,13:00:00,51.55,7,112
6730,2025-05-30,18:15:00,11.95,2,145
6731,2025-05-20,15:00:00,21.4,2,90
6732,2025-06-06,15:00:00,23.4,3,
6733,2025-02-08,18:30:00,10.7,3,149
6734,2025-07-05,17:15:00,25.4,5,34
6735,2025-01-28,15:45:00,42.6,7,111
6736,2025-07-03,18:00:00,13.7,3,35
6737,2025-08-05,10:30:00,13.7,3,25
6738,2025-09-20,09:45:00,39.85,6,
6739,2025-06-16,12:00:00,11.95,3,10
6740,2025-09-23,12:00:00,29.65,8,134
6741,2025-09-06,21:15:00,9.95,5,64
6742,2024-11-20,20:15:00,12.45,4,
6743,2025-03-08,17:00:00,32.85,4,
6744,2025-08-08,11:45:00,38.85,2,58
6745,2025-02-11,16:00:00,26.15,4,73
6746,2024-11-28,13:30:00,13.45,6,17
6747,2025-05-17,21:00:00,36.1,4,133
6748,2025-09-01,10:00:00,17.45,7,
6749,2024-12-22,15:30:00,11.7,6,42
6750,2025-05-25,11:30:00,24.65,2,4
6751,2025-01-26,10:15:00,11.7,5,49
6752,2025-05-22,21:00:00,24.4,8,125
6753,2025-09-13,08:45:00,7.95,4,70
6754,2025-09-05,16:15:00,12.45,8,40
6755,2025-02-08,12:15:00,12.45,2,40
6756,2025-05-02,14:00:00,42.1,4,21
6757,2025-06-07,14:15:00,14.7,3,6
6758,2025-02-07,16:30:00,33.1,3,150
6759,2025-02-24,09:45:00,26.4,3,126
6760,2025-07-26,19:00:00,13.45,6,156
6761,2025-06-14,14:30:00,12.95,6,
6762,2025-03-25,09:15:00,45.6,2,140
6763,2025-08-25,12:45:00,26.9,1,95
6764,2025-07-28,19:30:00,26.4,7,9
6765,2025-01-11,12:00:00,22.65,3,91
6766,2025-05-23,12:15:00,40.85,7,46
6767,2025-03-31,13:15:00,12.7,3,91
6768,2025-07-25,21:45:00,24.15,7,104
6769,2025-08-23,15:15:00,31.9,2,132
6770,2025-07-11,21:15:00,57.05,2,
6771,2025-08-09,08:45:00,10.7,3,10
6772,2025-06-27,15:00:00,28.15,2,117
6773,2025-03-03,20:15:00,17.2,2,86
6774,2025-02-15,13:30:00,27.15,5,15
6775,2025-03-30,21:15:00,37.1,2,106
6776,2025-03-04,13:45:00,39.85,8,122
6777,2025-05-31,18:45:00,58.55,1,84
6778,2025-09-17,15:15:00,38.85,6,29
6779,2025-04-05,19:15:00,55.05,8,140
6780,2025-02-11,17:30:00,27.15,2,120
6781,2025-07-04,16:15:00,59.8,2,110
6782,2025-09-12,21:45:00,7.95,8,
6783,2025-09-24,20:00:00,10.7,3,37
6784,2025-09-05,12:00:00,27.4,3,96
6785,2025-06-09,15:30:00,49.8,5,19
6786,2025-08-12,17:30:00,50.3,8,147
6787,2024-12-14,19:45:00,42.85,5,70
6788,2025-01-12,14:45:00,54.3,5,135
6789,2025-04-11,16:00:00,13.7,8,
6790,2025-05-09,18:00:00,18.45,7,
6791,2025-02-15,16:15:00,14.7,6,79
6792,2025-06-06,21:00:00,40.35,5,40
6793,2025-07-19,14:15:00,15.45,5,108
6794,2025-05-16,08:00:00,44.6,3,10
6795,2025-02-16,19:15:00,16.2,2,
6796,2025-01-28,17:00:00,12.45,8,114
6797,2025-07-26,15:15:00,17.2,3,56
6798,2024-12-27,19:15:00,12.7,2,
6799,2025-06-30,20:30:00,11.7,8,113
6800,2025-07-16,19:00:00,34.6,6,123
6801,2024-12-24,16:30:00,23.4,6,84
6802,2025-09-17,17:00:00,23.65,3,64
6803,2025-05-26,20:30:00,21.4,8,89
6804,2025-06-07,18:30:00,52.3,3,24
6805,2025-09-14,16:15:00,34.85,3,84
6806,2025-03-10,18:15:00,17.95,1,47
6807,2024-11-29,21:45:00,52.3,3,113
6808,2025-02-14,13:30:00,17.7,3,
6809,2025-05-09,15:30:00,53.55,4,152
6810,2025-06-11,18:15:00,24.15,5,41
6811,2024-12-13,14:00:00,13.45,8,1
6812,2025-08-15,11:00:00,29.15,6,18
6813,2025-03-28,21:00:00,10.7,6,61
6814,2025-01-08,21:30:00,13.7,5,
6815,2025-02-02,09:00:00,7.95,8,43
6816,2024-12-27,17:45:00,32.15,3,133
6817,2025-09-13,14:15:00,14.7,4,144
6818,2025-06-17,09:45:00,24.65,4,
6819,2025-01-31,20:30:00,51.3,6,54
6820,2025-02-08,21:00:00,47.3,8,12
6821,2025-03-12,08:15:00,48.1,5,152
6822,2025-08-06,12:15:00,11.7,5,47
6823,2025-08-07,14:15:00,53.05,3,131
6824,2025-01-10,15:15:00,46.1,8,
6825,2025-04-11,18:30:00,25.4,4,123
6826,2025-09-06,16:30:00,33.85,1,104
6827,2025-06-06,10:45:00,9.45,5,
6828,2025-05-10,21:45:00,59.8,6,156
6829,2025-08-31,20:15:00,50.55,5,37
6830,2025-03-07,21:15:00,24.15,3,49
6831,2025-03-08,08:15:00,11.7,3,35
6832,2025-08-29,13:30:00,23.65,6,122
6833,2024-12-21,16:00:00,42.35,6,136
6834,2024-12-12,15:45:00,26.15,4,
6835,2025-04-26,19:45:00,11.7,3,157
6836,2025-05-31,14:45:00,14.7,8,39
6837,2025-09-03,12:30:00,14.7,2,
6838,2024-11-29,19:00:00,13.7,5,
6839,2025-03-21,15:45:00,17.45,8,1
6840,2024-12-16,08:00:00,41.6,4,
6841,2025-08-25,21:45:00,37.6,2,
6842,2025-02-24,15:30:00,40.1,1,152
6843,2025-09-26,15:30:00,28.15,6,107
6844,2025-05-16,19:15:00,23.4,5,44
6845,2025-09-12,11:00:00,15.2,8,
6846,2024-12-13,15:45:00,25.9,3,88
6847,2025-02-16,13:30:00,23.4,3,21
6848,2025-06-02,19:15:00,24.15,5,40
6849,2025-06-11,16:00:00,36.6,6,
6850,2025-09-13,12:45:00,28.65,2,144
6851,2025-08-16,19:30:00,38.35,7,90
6852,2025-09-26,18:45:00,30.9,8,
6853,2025-07-01,20:15:00,52.8,3,109
6854,2025-03-28,12:00:00,46.8,5,
6855,2025-08-28,18:00:00,27.4,2,115
6856,2025-09-17,14:30:00,48.05,6,
6857,2025-02-18,14:15:00,29.9,2,54
6858,2024-12-14,11:30:00,23.9,3,155
6859,2025-02-26,19:45:00,49.55,8,140
6860,2025-09-21,14:45:00,10.45,8,108
6861,2024-12-07,21:30:00,8.95,4,
6862,2024-11-23,21:00:00,39.1,5,45
6863,2025-03-03,14:00:00,13.45,8,4
6864,2025-05-02,09:00:00,28.65,2,126
6865,2025-06-08,19:30:00,42.85,2,36
6866,2025-07-11,12:30:00,22.65,3,67
6867,2025-08-23,18:00:00,25.4,6,80
6868,2025-04-19,15:45:00,26.4,2,90
6869,2025-06-13,09:15:00,10.7,2,
6870,2025-05-10,12:00:00,37.85,4,92
6871,2025-07-10,08:00:00,28.4,5,79
6872,2025-04-25,08:30:00,11.7,5,93
6873,2025-08-25,17:00:00,47.8,2,102
6874,2025-09-06,14:15:00,14.7,2,121
6875,2025-06-09,13:30:00,12.7,8,125
6876,2025-01-16,11:00:00,31.65,3,38
6877,2025-07-05,14:15:00,12.95,6,88
6878,2025-01-24,18:15:00,49.8,3,83
6879,2025-09-27,11:00:00,49.05,6,
6880,2025-02-23,19:15:00,24.15,7,
6881,2025-07-05,08:45:00,29.9,7,
6882,2025-10-03,13:15:00,38.1,8,18
6883,2025-08-26,20:30:00,48.05,5,
6884,2025-08-04,17:00:00,23.65,7,30
6885,2025-09-27,15:45:00,26.65,3,
6886,2025-06-07,09:45:00,26.65,4,90
6887,2024-11-21,08:15:00,29.65,8,106
6888,2025-07-01,14:15:00,7.95,1,100
6889,2025-01-19,08:00:00,14.95,2,156
6890,2025-07-17,13:00:00,34.1,8,25
6891,2025-08-28,19:30:00,12.7,2,3
6892,2025-06-27,13:30:00,40.85,8,
6893,2025-02-25,13:45:00,31.65,3,37
6894,2024-12-01,21:30:00,10.45,8,31
6895,2025-09-24,20:45:00,59.3,8,
6896,2025-05-09,21:00:00,43.35,4,38
6897,2025-02-10,14:30:00,25.65,8,104
6898,2025-04-27,21:30:00,11.95,6,149
6899,2025-07-15,13:00:00,10.95,8,82
6900,2025-04-28,19:45:00,43.35,5,
6901,2025-04-20,19:15:00,13.7,3,99
6902,2025-08-28,20:45:00,9.45,4,32
6903,2025-09-09,19:30:00,37.6,2,5
6904,2025-06-14,19:15:00,21.9,8,119
6905,2025-04-06,19:00:00,56.3,8,109
6906,2024-11-30,15:00:00,22.4,4,45
6907,2025-09-21,21:30:00,59.8,8,
6908,2025-03-14,19:15:00,16.2,5,131
6909,2025-03-21,08:45:00,26.4,6,157
6910,2025-07-18,21:30:00,24.9,4,6
6911,2025-02-05,17:45:00,14.45,8,2
6912,2025-07-20,12:45:00,54.05,2,5
6913,2025-07-25,15:45:00,27.15,4,
6914,2025-07-30,16:00:00,44.1,1,
6915,2025-06-14,13:45:00,40.6,6,78
6916,2025-02-06,19:15:00,60.05,4,25
6917,2025-07-17,14:30:00,23.9,5,
6918,2025-02-28,11:00:00,10.95,6,63
6919,2025-08-17,15:15:00,46.3,3,31
6920,2025-06-07,18:45:00,35.35,4,33
6921,2025-04-23,18:45:00,40.1,7,45
6922,2025-02-18,17:00:00,26.4,6,42
6923,2025-09-06,21:45:00,13.2,2,120
6924,2025-09-05,18:00:00,28.4,7,71
6925,2025-09-04,16:15:00,13.7,2,40
6926,2025-03-03,13:15:00,13.7,8,138
6927,2025-08-25,14:45:00,60.55,6,76
6928,2025-02-01,21:00:00,51.05,7,82
6929,2025-03-13,10:00:00,27.35,4,98
6930,2025-07-29,16:15:00,13.45,4,154
6931,2025-06-09,12:30:00,29.9,2,20
6932,2025-04-04,19:45:00,13.2,1,7
6933,2024-11-25,18:45:00,17.45,5,55
6934,2025-03-08,20:45:00,8.95,6,120
6935,2025-04-05,14:15:00,11.45,4,74
6936,2025-07-16,18:30:00,50.55,2,69
6937,2025-08-25,20:15:00,35.85,4,51
6938,2025-07-05,18:15:00,22.65,8,69
6939,2025-04-17,10:45:00,42.1,6,26
6940,2025-02-28,12:45:00,20.65,8,12
6941,2025-03-29,13:00:00,10.45,6,90
6942,2025-09-20,13:15:00,11.95,5,43
6943,2025-08-20,18:30:00,37.35,4,108
6944,2024-11-30,11:45:00,25.15,8,76
6945,2025-07-05,20:30:00,25.9,4,84
6946,2024-11-26,14:00:00,12.45,6,59
6947,2024-12-06,21:30:00,38.85,6,55
6948,2025-06-29,16:30:00,28.9,8,3
6949,2025-07-13,19:30:00,22.65,4,125
6950,2025-08-12,13:30:00,31.6,4,
6951,2025-06-07,18:45:00,16.45,3,
6952,2025-05-11,10:30:00,13.7,8,98
6953,2025-02-09,19:45:00,25.4,2,
6954,2025-09-12,18:45:00,9.45,3,13
6955,2025-04-15,14:00:00,27.15,8,9
6956,2025-07-27,14:00:00,25.4,3,149
6957,2025-04-19,21:15:00,35.85,2,121
6958,2025-02-14,20:45:00,47.1,3,86
6959,2025-07-12,18:30:00,55.8,3,33
6960,2025-01-28,18:00:00,50.55,2,9
6961,2025-04-11,16:15:00,31.4,6,148
6962,2025-09-12,08:45:00,34.6,3,
6963,2025-01-23,19:30:00,26.4,5,32
6964,2025-08-06,10:00:00,14.45,4,92
6965,2025-02-07,13:15:00,16.2,7,42
6966,2025-07-15,14:45:00,8.95,6,16
6967,2025-02-07,10:30:00,14.7,8,148
6968,2025-03-02,17:15:00,27.4,3,81
6969,2025-03-18,15:00:00,45.35,6,12
6970,2025-01-18,15:00:00,26.4,3,
6971,2025-01-10,14:00:00,41.35,6,
6972,2025-08-25,20:45:00,44.8,6,99
6973,2024-12-22,17:45:00,26.15,4,82
6974,2025-02-07,19:00:00,36.1,4,148
6975,2025-07-19,13:15:00,13.7,3,101
6976,2025-03-01,18:00:00,41.6,8,
6977,2025-03-01,12:00:00,26.15,8,47
6978,2025-08-09,17:15:00,25.4,2,113
6979,2025-09-18,16:45:00,8.95,4,
6980,2025-06-05,08:00:00,12.7,3,119
6981,2025-09-06,21:45:00,10.45,5,134
6982,2025-06-16,17:45:00,27.4,5,124
6983,2025-03-14,21:45:00,10.7,2,37
6984,2025-07-15,14:45:00,11.7,5,72
6985,2024-12-22,11:30:00,9.95,8,129
6986,2025-07-02,14:45:00,45.35,5,122
6987,2025-04-11,09:30:00,24.4,8,46
6988,2025-06-13,18:15:00,26.65,8,153
6989,2025-01-31,19:45:00,38.85,5,86
6990,2025-06-25,19:00:00,11.45,2,43
6991,2025-08-25,17:30:00,36.85,8,49
6992,2025-08-25,17:15:00,24.4,4,143
6993,2025-06-07,08:00:00,14.7,6,46
6994,2025-01-04,20:15:00,30.15,8,59
6995,2025-07-15,20:15:00,14.7,2,78
6996,2025-08-15,20:00:00,41.35,6,60
6997,2025-08-15,13:45:00,35.35,7,79
6998,2025-01-04,12:30:00,25.15,7,47
6999,2025-08-23,11:00:00,23.65,2,
7000,2024-11-29,20:30:00,58.55,3,38
7001,2025-03-31,12:45:00,14.45,8,1
7002,2025-08-25,14:15:00,57.5,2,135
7003,2025-05-17,11:30:00,14.7,3,
7004,2025-06-12,12:00:00,14.7,2,125
7005,2024-12-07,16:15:00,10.95,6,37
7006,2025-05-31,20:30:00,23.65,4,42
7007,2025-08-18,12:00:00,38.85,2,119
7008,2025-02-28,12:30:00,43.35,7,116
7009,2025-09-24,11:15:00,58.55,3,90
7010,2025-09-05,12:00:00,49.8,6,122
7011,2025-02-11,17:30:00,27.15,5,
7012,2025-08-09,17:45:00,54.05,4,48
7013,2025-04-05,15:45:00,11.95,7,
7014,2025-06-17,13:30:00,17.45,7,
7015,2025-05-18,14:15:00,55.05,8,
7016,2025-04-29,21:15:00,36.85,6,58
7017,2025-05-23,16:15:00,54.55,2,134
7018,2025-05-09,15:15:00,40.85,4,62
7019,2025-01-17,18:00:00,33.1,2,40
7020,2025-05-06,16:30:00,15.45,3,21
7021,2025-06-08,18:00:00,23.65,8,154
7022,2025-03-29,19:45:00,13.7,1,4
7023,2025-07-28,17:15:00,24.4,4,34
7024,2025-05-04,17:30:00,10.45,1,148
7025,2025-05-31,20:15:00,25.4,7,112
7026,2025-08-04,18:30:00,35.85,8,12
7027,2025-08-03,19:45:00,36.35,3,
7028,2025-06-10,12:00:00,9.95,5,64
7029,2025-03-16,20:45:00,53.05,6,
7030,2025-07-26,21:15:00,39.1,7,
7031,2025-07-02,19:30:00,10.45,2,
7032,2025-06-08,08:00:00,13.2,4,43
7033,2025-03-21,09:45:00,32.6,4,56
7034,2025-08-25,18:15:00,18.9,8,146
7035,2025-02-01,18:00:00,10.45,4,63
7036,2025-09-01,18:00:00,8.95,4,130
7037,2025-04-22,21:15:00,29.4,3,111
7038,2024-12-14,13:45:00,13.2,7,
7039,2025-08-11,10:45:00,32.9,8,10
7040,2025-02-11,21:00:00,48.85,2,56
7041,2025-07-25,09:30:00,36.6,2,55
7042,2025-06-06,10:00:00,13.45,3,156
7043,2025-04-11,11:45:00,15.7,6,14
7044,2025-07-28,14:30:00,36.6,7,11
7045,2025-01-24,12:15:00,49.55,1,23
7046,2024-12-08,14:00:00,35.1,6,140
7047,2025-08-25,12:15:00,53.05,8,111
7048,2025-07-07,18:00:00,33.85,6,100
7049,2025-08-25,12:45:00,55.55,3,6
7050,2025-01-04,19:00:00,13.7,7,
7051,2025-07-12,10:45:00,10.95,8,81
7052,2025-06-28,10:45:00,13.7,2,9
7053,2025-09-22,09:00:00,26.9,3,146
7054,2025-03-22,21:15:00,31.6,6,139
7055,2025-03-04,11:45:00,14.7,1,
7056,2025-06-07,16:15:00,14.95,6,20
7057,2025-01-11,16:30:00,13.7,5,
7058,2025-06-21,17:45:00,25.4,4,30
7059,2025-08-02,21:00:00,24.65,6,96
7060,2025-07-01,12:45:00,50.8,6,122
7061,2024-12-13,12:00:00,25.65,8,118
7062,2025-05-02,11:15:00,37.35,4,
7063,2024-12-30,13:15:00,42.6,6,152
7064,2025-02-15,13:45:00,49.55,4,124
7065,2025-05-12,14:45:00,22.9,3,120
7066,2025-08-24,21:45:00,28.9,2,56
7067,2025-01-04,14:00:00,33.6,7,
7068,2025-10-01,13:15:00,11.45,2,13
